formula_sp,MagpieData minimum Column,MagpieData range NdValence,MagpieData mean NsValence,MagpieData minimum NfValence,MagpieData mean SpaceGroupNumber,MagpieData mode GSbandgap,MagpieData maximum Column,MagpieData avg_dev NdValence,MagpieData maximum SpaceGroupNumber,MagpieData avg_dev AtomicWeight,MagpieData range Column,MagpieData mean NpValence,MagpieData range NValence,MagpieData mean AtomicWeight,MagpieData mean CovalentRadius,MagpieData maximum MeltingT,MagpieData minimum NdUnfilled,MagpieData mode MeltingT,MagpieData minimum NfUnfilled,MagpieData range Row,MagpieData maximum NdUnfilled,MagpieData minimum AtomicWeight,MagpieData minimum Row,MagpieData maximum CovalentRadius,MagpieData mode NpValence,MagpieData avg_dev NpValence,MagpieData maximum NpValence,MagpieData range MendeleevNumber,MagpieData range NUnfilled,MagpieData avg_dev GSbandgap,MagpieData minimum GSvolume_pa,MagpieData mode Row,MagpieData mean Electronegativity,MagpieData avg_dev NUnfilled,MagpieData avg_dev CovalentRadius,MagpieData minimum SpaceGroupNumber,MagpieData mean NUnfilled,MagpieData avg_dev Row,MagpieData minimum Electronegativity,MagpieData mode Electronegativity,MagpieData mean Column,MagpieData minimum Number,MagpieData mode NsUnfilled,MagpieData mode MendeleevNumber,MagpieData minimum NpValence,MagpieData range Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean GSmagmom,MagpieData mode SpaceGroupNumber,MagpieData mean NfValence,MagpieData avg_dev MeltingT,MagpieData maximum Row,MagpieData mean NdValence,MagpieData mode NpUnfilled,MagpieData mean GSvolume_pa,MagpieData maximum GSmagmom,MagpieData minimum NValence,MagpieData avg_dev NdUnfilled,MagpieData range AtomicWeight,MagpieData mode NfValence,MagpieData avg_dev NValence,MagpieData avg_dev NfUnfilled,MagpieData avg_dev GSvolume_pa,MagpieData mode NUnfilled,MagpieData mode NsValence,MagpieData maximum NdValence,MagpieData range NdUnfilled,MagpieData avg_dev SpaceGroupNumber,MagpieData mode NdUnfilled,MagpieData maximum NfValence,MagpieData range CovalentRadius,MagpieData mean MendeleevNumber,MagpieData mode AtomicWeight,MagpieData range NpValence,MagpieData range NsValence,MagpieData mode NdValence,MagpieData avg_dev NsValence,MagpieData range NfValence,MagpieData maximum Number,MagpieData range Number,MagpieData maximum GSbandgap,MagpieData avg_dev MendeleevNumber,MagpieData avg_dev Column,MagpieData mean Number,MagpieData range NsUnfilled,MagpieData minimum GSmagmom,MagpieData range NfUnfilled,MagpieData range GSmagmom,MagpieData maximum NValence,MagpieData avg_dev NpUnfilled,MagpieData maximum GSvolume_pa,MagpieData minimum NsValence,MagpieData minimum GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev NsUnfilled,MagpieData maximum NfUnfilled,MagpieData avg_dev Number,MagpieData mean NfUnfilled,MagpieData avg_dev NfValence,MagpieData mode Number,MagpieData mode NfUnfilled,MagpieData maximum NpUnfilled,MagpieData mode Column,MagpieData mode GSvolume_pa,MagpieData maximum AtomicWeight,MagpieData mean NpUnfilled,MagpieData mean NsUnfilled,MagpieData mean NValence,MagpieData range GSvolume_pa,MagpieData range SpaceGroupNumber,MagpieData maximum MendeleevNumber,MagpieData maximum NsValence,MagpieData minimum NUnfilled,MagpieData maximum NsUnfilled,MagpieData range MeltingT,MagpieData maximum NUnfilled,MagpieData maximum Electronegativity,MagpieData minimum NpUnfilled,MagpieData minimum MendeleevNumber,MagpieData range GSbandgap,MagpieData mode CovalentRadius,MagpieData minimum CovalentRadius,MagpieData mean Row,MagpieData range NpUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NdValence,MagpieData avg_dev GSmagmom,MagpieData minimum MeltingT,MagpieData mean MeltingT,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData mode GSmagmom
TaPd_129,5.0,7.0,1.0,0.0,227.0,0.0,10.0,3.5,229.0,37.26394,5.0,0.0,9.0,143.68394,154.5,3290.0,0.0,1828.05,0.0,1.0,7.0,106.42,5.0,170.0,0.0,0.0,0.0,14.0,7.0,0.0,14.41,5.0,1.85,3.5,15.5,225.0,3.5,0.5,1.5,1.5,7.5,46.0,0.0,48.0,0.0,0.7000000000000002,0.3500000000000001,0.0,225.0,7.0,730.975,6.0,6.5,0.0,16.265,0.0,10.0,3.5,74.52788,0.0,4.5,0.0,1.8550000000000004,0.0,0.0,10.0,7.0,2.0,0.0,14.0,31.0,55.0,106.42,0.0,2.0,3.0,1.0,14.0,73.0,27.0,0.0,7.0,2.5,59.5,0.0,0.0,0.0,0.0,19.0,0.0,18.12,0.0,0.0,0.0,0.0,0.0,13.5,0.0,7.0,46.0,0.0,0.0,5.0,14.41,180.94788,0.0,0.0,14.5,3.710000000000001,4.0,62.0,2.0,0.0,0.0,1461.95,7.0,2.2,0.0,48.0,0.0,139.0,139.0,5.5,0.0,3.5,3.0,0.0,1828.05,2559.025,10.0,0.0,0.0
TaS2_160,5.0,3.0,2.0,0.0,123.0,2.202,16.0,1.3333333333333333,229.0,66.1701688888889,11.0,2.6666666666666665,13.0,81.69262666666667,126.66666666666667,3290.0,0.0,388.36,0.0,3.0,7.0,32.065,3.0,170.0,4.0,1.777777777777778,4.0,40.0,5.0,0.9786666666666667,18.12,3.0,2.22,2.222222222222222,28.88888888888889,70.0,3.6666666666666665,1.3333333333333333,1.5,2.58,12.333333333333334,16.0,0.0,88.0,0.0,1.08,0.48,0.0,70.0,4.666666666666667,1289.6177777777777,6.0,1.0,2.0,23.23125,0.0,6.0,3.1111111111111107,148.88288,0.0,5.777777777777779,0.0,3.407499999999999,2.0,2.0,3.0,7.0,70.66666666666667,0.0,14.0,65.0,74.66666666666667,32.065,4.0,0.0,0.0,0.0,14.0,73.0,57.0,2.202,17.777777777777775,4.888888888888888,35.0,0.0,0.0,0.0,0.0,19.0,0.888888888888889,25.786875,2.0,0.0,1.468,0.0,0.0,25.333333333333332,0.0,6.222222222222221,16.0,0.0,2.0,16.0,25.786875,180.94788,1.3333333333333333,0.0,10.333333333333334,7.666874999999997,159.0,88.0,2.0,2.0,0.0,2901.64,7.0,2.58,0.0,48.0,2.202,105.0,105.0,4.0,2.0,2.3333333333333335,0.0,0.0,388.36,1355.5733333333335,6.0,0.0,0.0
TaSbRu_216,5.0,7.0,1.6666666666666667,0.0,196.33333333333334,0.0,15.0,2.444444444444444,229.0,30.90350222222222,10.0,1.0,11.0,134.59262666666666,151.66666666666666,3290.0,0.0,903.78,0.0,1.0,7.0,101.07,5.0,170.0,0.0,1.3333333333333333,3.0,37.0,4.0,0.0,13.51,5.0,1.9166666666666667,1.5555555555555556,12.22222222222222,166.0,4.666666666666667,0.44444444444444436,1.5,1.5,9.333333333333334,44.0,0.0,48.0,0.0,0.7000000000000002,0.27777777777777773,0.0,166.0,4.666666666666667,908.7644444444445,6.0,6.666666666666667,0.0,21.063333333333333,0.0,8.0,2.4444444444444446,79.87788,0.0,4.0,0.0,6.997777777777777,3.0,1.0,10.0,7.0,21.777777777777782,0.0,14.0,31.0,63.0,101.07,3.0,1.0,3.0,0.4444444444444444,14.0,73.0,29.0,0.0,14.666666666666666,3.777777777777778,56.0,1.0,0.0,0.0,0.0,19.0,1.3333333333333333,31.56,1.0,0.0,0.0,0.4444444444444445,0.0,11.333333333333334,0.0,6.222222222222222,44.0,0.0,3.0,5.0,13.51,180.94788,1.0,0.3333333333333333,14.0,18.049999999999997,63.0,85.0,2.0,3.0,1.0,2386.2200000000003,7.0,2.2,0.0,48.0,0.0,139.0,139.0,5.333333333333333,3.0,3.3333333333333335,3.0,0.0,903.78,2266.9266666666667,8.0,0.0,0.0
TaSe3_11,5.0,7.0,2.0,0.0,67.75,0.799,16.0,2.625,229.0,38.24545500000001,11.0,3.0,3.0,104.45697,132.5,3290.0,0.0,494.0,0.0,2.0,7.0,78.96,4.0,170.0,4.0,1.5,4.0,41.0,5.0,0.29962500000000003,18.12,4.0,2.2874999999999996,1.875,18.75,14.0,3.25,0.75,1.5,2.55,13.25,34.0,0.0,89.0,0.0,1.0499999999999998,0.39375000000000004,0.0,14.0,3.5,1048.5,6.0,8.25,2.0,23.970000000000002,0.0,16.0,2.625,101.98788,0.0,1.125,0.0,2.925,2.0,2.0,10.0,7.0,80.625,0.0,14.0,50.0,78.75,78.96,4.0,0.0,10.0,0.0,14.0,73.0,39.0,0.799,15.375,4.125,43.75,0.0,0.0,0.0,0.0,19.0,0.75,25.92,2.0,0.0,0.5992500000000001,0.0,0.0,14.625,0.0,5.25,34.0,0.0,2.0,16.0,25.92,180.94788,1.5,0.0,16.75,7.800000000000001,215.0,89.0,2.0,2.0,0.0,2796.0,7.0,2.55,0.0,48.0,0.799,120.0,120.0,4.5,2.0,1.75,3.0,0.0,494.0,1193.0,16.0,0.0,0.0
TaSi2_181,5.0,3.0,2.0,0.0,227.66666666666666,0.773,14.0,1.3333333333333333,229.0,67.93883555555556,9.0,1.3333333333333333,15.0,79.03962666666666,130.66666666666666,3290.0,0.0,1687.0,0.0,3.0,7.0,28.0855,3.0,170.0,2.0,0.888888888888889,2.0,30.0,3.0,0.3435555555555556,18.12,3.0,1.7666666666666666,1.3333333333333333,26.222222222222218,227.0,5.0,1.3333333333333333,1.5,1.9,11.0,14.0,0.0,78.0,0.0,0.3999999999999999,0.17777777777777773,0.0,227.0,4.666666666666667,712.4444444444445,6.0,1.0,4.0,19.666666666666668,0.0,4.0,3.1111111111111107,152.86238,0.0,6.666666666666667,0.0,1.0311111111111113,4.0,2.0,3.0,7.0,0.8888888888888857,0.0,14.0,59.0,68.0,28.0855,2.0,0.0,0.0,0.0,14.0,73.0,59.0,0.773,13.333333333333334,4.0,33.666666666666664,0.0,0.0,0.0,0.0,19.0,1.777777777777778,20.44,2.0,0.0,0.5153333333333333,0.0,0.0,26.222222222222218,0.0,6.222222222222221,14.0,0.0,4.0,14.0,20.44,180.94788,2.6666666666666665,0.0,9.0,2.3200000000000003,2.0,78.0,2.0,4.0,0.0,1603.0,7.0,1.9,0.0,48.0,0.773,111.0,111.0,4.0,4.0,2.3333333333333335,0.0,0.0,1687.0,2221.3333333333335,4.0,0.0,0.0
TaTe4Ir_31,5.0,7.0,2.0,0.0,177.0,0.464,16.0,2.222222222222222,229.0,26.214417777777786,11.0,2.6666666666666665,7.0,147.26081333333335,143.83333333333334,3290.0,0.0,722.66,0.0,1.0,7.0,127.6,5.0,170.0,4.0,1.7777777777777777,4.0,42.0,5.0,0.20622222222222222,14.21,5.0,2.016666666666667,1.3333333333333333,8.722222222222229,152.0,3.0,0.44444444444444436,1.5,2.1,13.0,52.0,0.0,90.0,0.0,0.7000000000000002,0.17222222222222205,0.0,152.0,4.666666666666667,1018.5955555555556,6.0,8.333333333333334,2.0,28.563888888866668,0.0,16.0,2.2222222222222223,64.61700000000002,0.0,2.2222222222222228,0.0,8.265925925911107,2.0,2.0,10.0,7.0,33.333333333333336,0.0,14.0,32.0,78.0,127.6,4.0,0.0,10.0,0.0,14.0,77.0,25.0,0.464,16.0,4.0,59.666666666666664,0.0,0.0,0.0,0.0,23.0,0.8888888888888888,34.7633333333,2.0,0.0,0.30933333333333335,0.0,0.0,10.222222222222221,0.0,6.222222222222221,52.0,0.0,2.0,16.0,34.7633333333,192.217,1.3333333333333333,0.0,17.666666666666668,20.553333333299996,77.0,90.0,2.0,2.0,0.0,2567.34,7.0,2.2,0.0,48.0,0.464,138.0,138.0,5.333333333333333,2.0,1.6666666666666667,3.0,0.0,722.66,1486.6066666666666,16.0,0.0,0.0
TaTe5Pt_63,5.0,7.0,1.8571428571428572,0.0,173.42857142857142,0.464,16.0,1.6734693877551017,229.0,24.65956734693878,11.0,2.857142857142857,8.0,144.86169714285714,142.28571428571428,3290.0,0.0,722.66,0.0,1.0,7.0,127.6,5.0,170.0,4.0,1.6326530612244898,4.0,42.0,5.0,0.1893877551020408,15.02,5.0,2.04,1.2244897959183676,7.91836734693877,152.0,2.7142857142857144,0.4081632653061224,1.5,2.1,13.571428571428571,52.0,0.0,90.0,0.0,0.7799999999999998,0.1542857142857143,0.0,152.0,4.0,793.0775510204081,6.0,8.857142857142858,2.0,29.565238095214287,0.0,16.0,1.673469387755102,67.48400000000001,0.0,2.244897959183674,0.0,7.425850340122445,2.0,2.0,10.0,7.0,30.61224489795918,0.0,14.0,34.0,80.14285714285714,127.6,4.0,1.0,10.0,0.24489795918367344,14.0,78.0,26.0,0.464,14.081632653061225,3.4693877551020407,58.714285714285715,1.0,0.0,0.0,0.0,24.0,0.8163265306122449,34.7633333333,1.0,0.0,0.33142857142857146,0.24489795918367346,0.0,9.591836734693876,0.0,5.714285714285714,52.0,0.0,2.0,16.0,34.7633333333,195.084,1.4285714285714286,0.14285714285714285,17.571428571428573,19.743333333299997,77.0,90.0,2.0,2.0,1.0,2567.34,7.0,2.28,0.0,48.0,0.464,138.0,136.0,5.285714285714286,2.0,1.1428571428571428,3.0,0.0,722.66,1277.8142857142855,16.0,0.0,0.0
TaTiB4_191,4.0,3.0,2.0,0.0,181.16666666666666,1.524,13.0,1.111111111111111,229.0,46.04286222222222,9.0,0.6666666666666666,16.0,45.34314666666666,111.0,3290.0,0.0,2348.0,0.0,4.0,8.0,10.811,2.0,170.0,1.0,0.4444444444444445,1.0,29.0,3.0,0.6773333333333333,7.1725,2.0,1.8666666666666665,1.111111111111111,36.0,166.0,5.833333333333333,1.3333333333333333,1.5,2.04,10.166666666666666,5.0,0.0,72.0,0.0,0.54,0.23111111111111118,3.75555555555e-06,166.0,2.3333333333333335,284.27777777777766,6.0,0.8333333333333334,5.0,10.583333333333334,2.25333333333e-05,3.0,3.3333333333333335,170.13688,0.0,4.388888888888888,0.0,4.547777777777778,5.0,2.0,3.0,8.0,20.222222222222218,0.0,14.0,86.0,63.166666666666664,10.811,1.0,0.0,0.0,0.0,14.0,73.0,68.0,1.524,11.777777777777779,3.777777777777778,19.166666666666668,0.0,0.0,0.0,2.25333333333e-05,19.0,2.222222222222222,18.12,2.0,0.0,1.016,0.0,0.0,18.88888888888889,0.0,3.8888888888888893,5.0,0.0,5.0,13.0,7.1725,180.94788,3.3333333333333335,0.0,5.833333333333333,10.947500000000002,63.0,72.0,2.0,5.0,0.0,1349.0,8.0,2.04,0.0,43.0,1.524,84.0,84.0,3.0,5.0,2.5,0.0,6.25925925925e-06,1941.0,2437.1666666666665,3.0,0.0,0.0
TaTiMn2_225,4.0,3.0,2.0,0.0,214.25,0.0,7.0,1.25,229.0,48.13756875,3.0,0.0,15.0,84.6727425,152.0,3290.0,5.0,1519.0,0.0,2.0,8.0,47.867,4.0,170.0,0.0,0.0,0.0,9.0,3.0,0.0,10.4875862069,4.0,1.5350000000000001,1.25,13.0,194.0,6.25,0.75,1.5,1.55,5.75,22.0,0.0,52.0,0.0,0.050000000000000044,0.01749999999999996,0.000160693678160825,217.0,3.5,611.375,6.0,3.75,0.0,13.94629310345,0.000310120689655,4.0,1.25,133.08088,0.0,4.875,0.0,3.4587068965500007,5.0,2.0,5.0,3.0,10.125,5.0,14.0,31.0,48.75,54.938045,0.0,0.0,5.0,0.0,14.0,73.0,51.0,0.0,3.25,1.25,36.25,0.0,0.0,0.0,0.000310120689655,19.0,0.0,18.12,2.0,0.0,0.0,0.0,0.0,18.375,0.0,5.25,25.0,0.0,0.0,7.0,10.4875862069,180.94788,0.0,0.0,9.25,7.632413793100001,35.0,52.0,2.0,5.0,0.0,1771.0,8.0,1.55,0.0,43.0,0.0,139.0,139.0,4.5,0.0,6.25,2.0,0.00014942701149417501,1519.0,2067.25,7.0,0.0,0.000310120689655
TaTiOs2_225,4.0,4.0,2.0,0.0,202.75,0.0,8.0,1.75,229.0,52.225860000000004,4.0,0.0,18.0,152.31871999999998,154.5,3306.0,4.0,3306.0,0.0,2.0,8.0,47.867,4.0,170.0,0.0,0.0,0.0,14.0,4.0,0.0,14.09,6.0,1.86,1.75,10.5,194.0,5.75,0.75,1.5,2.2,6.25,22.0,0.0,57.0,0.0,0.7000000000000002,0.3400000000000001,5.633333333325e-06,194.0,10.5,509.875,6.0,4.25,0.0,15.7475,2.25333333333e-05,4.0,1.75,142.363,14.0,6.375,0.0,1.6575000000000006,4.0,2.0,6.0,4.0,13.125,4.0,14.0,26.0,51.25,190.23,0.0,0.0,6.0,0.0,14.0,76.0,54.0,0.0,5.75,1.75,61.75,0.0,0.0,0.0,2.25333333333e-05,22.0,0.0,18.12,2.0,0.0,0.0,0.0,0.0,19.875,0.0,5.25,76.0,0.0,0.0,8.0,14.09,190.23,0.0,0.0,16.75,4.030000000000001,35.0,57.0,2.0,4.0,0.0,1365.0,8.0,2.2,0.0,43.0,0.0,144.0,144.0,5.5,0.0,5.75,2.0,8.4499999999875e-06,1941.0,2960.75,22.0,0.0,0.0
TaTiRe2_225,4.0,3.0,2.0,0.0,202.75,0.0,7.0,1.25,229.0,51.22011,3.0,0.0,17.0,150.30722,158.0,3459.0,5.0,3459.0,0.0,2.0,8.0,47.867,4.0,170.0,0.0,0.0,0.0,11.0,3.0,0.0,14.655,6.0,1.71,1.25,7.0,194.0,6.25,0.75,1.5,1.9,5.75,22.0,0.0,54.0,0.0,0.3999999999999999,0.18999999999999995,5.633333333325e-06,194.0,10.5,548.125,6.0,3.75,0.0,16.03,2.25333333333e-05,4.0,1.25,138.34,14.0,6.125,0.0,1.3750000000000009,5.0,2.0,5.0,3.0,13.125,5.0,14.0,19.0,49.75,186.207,0.0,0.0,5.0,0.0,14.0,75.0,53.0,0.0,4.25,1.25,61.25,0.0,0.0,0.0,2.25333333333e-05,21.0,0.0,18.12,2.0,0.0,0.0,0.0,0.0,19.625,0.0,5.25,75.0,0.0,0.0,7.0,14.655,186.207,0.0,0.0,16.25,3.4650000000000016,35.0,54.0,2.0,5.0,0.0,1518.0,8.0,1.9,0.0,43.0,0.0,151.0,151.0,5.5,0.0,6.25,2.0,8.4499999999875e-06,1941.0,3037.25,21.0,0.0,0.0
TaTiRu2_225,4.0,5.0,1.5,0.0,202.75,0.0,8.0,2.25,229.0,36.604580000000006,4.0,0.0,15.0,107.73872,155.5,3290.0,3.0,2607.0,0.0,2.0,8.0,47.867,4.0,170.0,0.0,0.0,0.0,13.0,4.0,0.0,13.51,5.0,1.86,1.75,9.5,194.0,5.75,0.5,1.5,2.2,6.25,22.0,1.0,56.0,0.0,0.7000000000000002,0.3400000000000001,5.633333333325e-06,194.0,3.5,339.375,6.0,4.75,0.0,15.4575,2.25333333333e-05,4.0,2.25,133.08088,0.0,4.625,0.0,1.9475000000000007,4.0,1.0,7.0,5.0,13.125,3.0,14.0,24.0,50.75,101.07,0.0,1.0,7.0,0.5,14.0,73.0,51.0,0.0,5.25,1.75,45.75,1.0,0.0,0.0,2.25333333333e-05,19.0,0.0,18.12,1.0,0.0,0.0,0.5,0.0,13.625,0.0,5.25,44.0,0.0,0.0,8.0,13.51,180.94788,0.0,0.5,9.75,4.610000000000001,35.0,56.0,2.0,4.0,1.0,1349.0,8.0,2.2,0.0,43.0,0.0,146.0,146.0,5.0,0.0,5.25,2.0,8.4499999999875e-06,1941.0,2611.25,8.0,0.0,0.0
TaTiTc2_225,4.0,3.0,2.0,0.0,202.75,0.0,7.0,1.25,229.0,37.372080000000004,3.0,0.0,15.0,106.20372,156.0,3290.0,5.0,2430.0,0.0,2.0,8.0,47.867,4.0,170.0,0.0,0.0,0.0,10.0,3.0,0.0,14.285,5.0,1.71,1.25,9.0,194.0,6.25,0.5,1.5,1.9,5.75,22.0,0.0,53.0,0.0,0.3999999999999999,0.18999999999999995,5.633333333325e-06,194.0,3.5,383.625,6.0,3.75,0.0,15.845,2.25333333333e-05,4.0,1.25,133.08088,0.0,4.875,0.0,1.5600000000000005,5.0,2.0,5.0,3.0,13.125,5.0,14.0,23.0,49.25,98.0,0.0,0.0,5.0,0.0,14.0,73.0,51.0,0.0,3.75,1.25,45.25,0.0,0.0,0.0,2.25333333333e-05,19.0,0.0,18.12,2.0,0.0,0.0,0.0,0.0,13.875,0.0,5.25,43.0,0.0,0.0,7.0,14.285,180.94788,0.0,0.0,9.25,3.835000000000001,35.0,53.0,2.0,5.0,0.0,1349.0,8.0,1.9,0.0,43.0,0.0,147.0,147.0,5.0,0.0,6.25,2.0,8.4499999999875e-06,1941.0,2522.75,7.0,0.0,0.0
TaW3_225,5.0,1.0,2.0,14.0,229.0,0.0,6.0,0.375,229.0,1.0845450000000127,1.0,0.0,1.0,183.11696999999998,164.0,3695.0,6.0,3695.0,0.0,0.0,7.0,180.94788,6.0,170.0,0.0,0.0,0.0,3.0,1.0,0.0,16.05,6.0,2.145,0.375,3.0,229.0,6.25,0.0,1.5,2.36,5.75,73.0,0.0,51.0,0.0,0.8599999999999999,0.3224999999999999,0.0,229.0,14.0,151.875,6.0,3.75,0.0,16.567500000000003,0.0,19.0,0.375,2.8921200000000056,14.0,0.375,0.0,0.776250000000001,6.0,2.0,4.0,1.0,0.0,6.0,14.0,8.0,50.25,183.84,0.0,0.0,4.0,0.0,0.0,74.0,1.0,0.0,1.125,0.375,73.75,0.0,0.0,0.0,0.0,20.0,0.0,18.12,2.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,74.0,0.0,0.0,6.0,16.05,183.84,0.0,0.0,19.75,2.0700000000000003,0.0,51.0,2.0,6.0,0.0,405.0,7.0,2.36,0.0,48.0,0.0,162.0,162.0,6.0,0.0,6.25,3.0,0.0,3290.0,3593.75,20.0,0.0,0.0
TaZn2_194,5.0,7.0,2.0,0.0,205.66666666666666,0.0,12.0,3.1111111111111107,229.0,51.36350222222222,7.0,0.0,7.0,103.90262666666666,138.0,3290.0,0.0,692.68,0.0,2.0,7.0,65.38,4.0,170.0,0.0,0.0,0.0,21.0,7.0,0.0,13.96,4.0,1.5999999999999999,3.1111111111111107,21.333333333333332,194.0,2.3333333333333335,0.888888888888889,1.5,1.65,9.666666666666666,30.0,0.0,69.0,0.0,0.1499999999999999,0.06666666666666665,0.0,194.0,4.666666666666667,1154.3644444444444,6.0,7.666666666666667,0.0,15.34666666666667,0.0,12.0,3.1111111111111107,115.56788,0.0,3.111111111111111,0.0,1.8488888888888895,0.0,2.0,10.0,7.0,15.555555555555552,0.0,14.0,48.0,62.0,65.38,0.0,0.0,10.0,0.0,14.0,73.0,43.0,0.0,9.333333333333334,3.111111111111111,44.333333333333336,0.0,0.0,0.0,0.0,19.0,0.0,18.12,2.0,0.0,0.0,0.0,0.0,19.11111111111111,0.0,6.222222222222221,30.0,0.0,0.0,12.0,13.96,180.94788,0.0,0.0,14.333333333333334,4.16,35.0,69.0,2.0,0.0,0.0,2597.32,7.0,1.65,0.0,48.0,0.0,122.0,122.0,4.666666666666667,0.0,2.3333333333333335,3.0,0.0,692.68,1558.4533333333331,12.0,0.0,0.0
TaZnCo2_225,5.0,7.0,2.0,0.0,202.75,0.0,12.0,1.875,229.0,44.94965625,7.0,0.0,10.0,91.04856749999999,136.0,3290.0,0.0,1768.0,0.0,2.0,7.0,58.933195,4.0,170.0,0.0,0.0,0.0,21.0,7.0,0.0,10.245,4.0,1.7275,1.875,17.0,194.0,3.25,0.75,1.5,1.88,8.75,27.0,0.0,58.0,0.0,0.3799999999999999,0.15249999999999997,0.7742356,194.0,3.5,705.1650000000001,6.0,6.75,0.0,13.142499999999998,1.5484712,9.0,1.875,122.014685,0.0,3.375,0.0,2.897500000000001,3.0,2.0,10.0,7.0,13.125,3.0,14.0,48.0,58.25,58.933195,0.0,0.0,7.0,0.0,14.0,73.0,46.0,0.0,5.375,1.875,39.25,0.0,0.0,0.0,1.5484712,19.0,0.0,18.12,2.0,0.0,0.0,0.0,0.0,16.875,0.0,5.25,27.0,0.0,0.0,9.0,10.245,180.94788,0.0,0.0,12.25,7.875000000000002,35.0,69.0,2.0,0.0,0.0,2597.32,7.0,1.88,0.0,48.0,0.0,126.0,122.0,4.5,0.0,3.25,3.0,0.7742356,692.68,1879.67,9.0,0.0,1.5484712
TaZnRu2_225,5.0,7.0,1.5,0.0,202.75,0.0,12.0,1.875,229.0,34.415455,7.0,0.0,11.0,112.11697,146.0,3290.0,0.0,2607.0,0.0,2.0,7.0,65.38,4.0,170.0,0.0,0.0,0.0,21.0,7.0,0.0,13.51,5.0,1.8875000000000002,1.875,12.0,194.0,3.75,0.5,1.5,2.2,8.25,30.0,1.0,56.0,0.0,0.7000000000000002,0.3125000000000001,0.0,194.0,3.5,803.245,6.0,6.75,0.0,14.774999999999999,0.0,8.0,1.875,115.56788,0.0,3.75,0.0,1.6724999999999994,4.0,1.0,10.0,7.0,13.125,3.0,14.0,48.0,57.25,101.07,0.0,1.0,7.0,0.5,14.0,73.0,43.0,0.0,5.875,1.875,47.75,1.0,0.0,0.0,0.0,19.0,0.0,18.12,1.0,0.0,0.0,0.5,0.0,12.625,0.0,5.25,44.0,0.0,0.0,8.0,13.51,180.94788,0.0,0.5,11.75,4.610000000000001,35.0,69.0,2.0,0.0,1.0,2597.32,7.0,2.2,0.0,48.0,0.0,146.0,122.0,5.0,0.0,3.25,3.0,0.0,692.68,2299.17,8.0,0.0,0.0
Tb_194,3.0,0.0,2.0,9.0,194.0,0.0,3.0,0.0,194.0,0.0,0.0,0.0,0.0,158.92535,194.0,1629.0,0.0,1629.0,5.0,0.0,0.0,158.92535,6.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7366666667,6.0,1.21,0.0,0.0,194.0,5.0,0.0,1.21,1.21,3.0,65.0,0.0,29.0,0.0,0.0,0.0,0.0,194.0,9.0,0.0,6.0,0.0,0.0,31.7366666667,0.0,11.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,29.0,158.92535,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,11.0,0.0,31.7366666667,2.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,65.0,5.0,0.0,3.0,31.7366666667,158.92535,0.0,0.0,11.0,0.0,0.0,29.0,2.0,5.0,0.0,0.0,5.0,1.21,0.0,29.0,0.0,194.0,194.0,6.0,0.0,0.0,0.0,0.0,1629.0,1629.0,11.0,0.0,0.0
Tb(CoGe)2_139,3.0,10.0,2.0,0.0,206.4,0.0,14.0,2.72,225.0,29.804400799999996,11.0,0.8,5.0,84.41434799999999,137.2,1768.0,0.0,1211.4,0.0,2.0,3.0,58.933195,4.0,194.0,0.0,0.9600000000000002,2.0,50.0,2.0,0.18384,10.245,4.0,1.7979999999999996,0.64,22.71999999999999,194.0,3.8,0.6400000000000002,1.21,1.88,9.8,27.0,0.0,58.0,0.0,0.7999999999999998,0.23520000000000013,0.61938848,194.0,1.8,244.92799999999997,6.0,6.8,0.0,19.647333333339997,1.5484712,9.0,1.44,99.99215500000001,0.0,2.08,1.6,7.5218666666719995,3.0,2.0,10.0,3.0,14.88,0.0,9.0,74.0,60.6,58.933195,2.0,0.0,7.0,0.0,9.0,65.0,38.0,0.383,14.719999999999999,3.3600000000000003,36.6,0.0,0.0,5.0,1.5484712,14.0,1.9200000000000004,31.7366666667,2.0,0.0,0.1532,0.0,5.0,11.360000000000001,1.0,2.88,27.0,0.0,4.0,9.0,10.245,158.92535,1.6,0.0,11.4,21.4916666667,31.0,79.0,2.0,3.0,0.0,556.5999999999999,5.0,2.01,0.0,29.0,0.383,120.0,120.0,4.4,4.0,1.2,0.0,0.743266176,1211.4,1517.56,9.0,0.0,0.0
