formula_sp,MagpieData minimum Column,MagpieData range NdValence,MagpieData mean NsValence,MagpieData minimum NfValence,MagpieData mean SpaceGroupNumber,MagpieData mode GSbandgap,MagpieData maximum Column,MagpieData avg_dev NdValence,MagpieData maximum SpaceGroupNumber,MagpieData avg_dev AtomicWeight,MagpieData range Column,MagpieData mean NpValence,MagpieData range NValence,MagpieData mean AtomicWeight,MagpieData mean CovalentRadius,MagpieData maximum MeltingT,MagpieData minimum NdUnfilled,MagpieData mode MeltingT,MagpieData minimum NfUnfilled,MagpieData range Row,MagpieData maximum NdUnfilled,MagpieData minimum AtomicWeight,MagpieData minimum Row,MagpieData maximum CovalentRadius,MagpieData mode NpValence,MagpieData avg_dev NpValence,MagpieData maximum NpValence,MagpieData range MendeleevNumber,MagpieData range NUnfilled,MagpieData avg_dev GSbandgap,MagpieData minimum GSvolume_pa,MagpieData mode Row,MagpieData mean Electronegativity,MagpieData avg_dev NUnfilled,MagpieData avg_dev CovalentRadius,MagpieData minimum SpaceGroupNumber,MagpieData mean NUnfilled,MagpieData avg_dev Row,MagpieData minimum Electronegativity,MagpieData mode Electronegativity,MagpieData mean Column,MagpieData minimum Number,MagpieData mode NsUnfilled,MagpieData mode MendeleevNumber,MagpieData minimum NpValence,MagpieData range Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean GSmagmom,MagpieData mode SpaceGroupNumber,MagpieData mean NfValence,MagpieData avg_dev MeltingT,MagpieData maximum Row,MagpieData mean NdValence,MagpieData mode NpUnfilled,MagpieData mean GSvolume_pa,MagpieData maximum GSmagmom,MagpieData minimum NValence,MagpieData avg_dev NdUnfilled,MagpieData range AtomicWeight,MagpieData mode NfValence,MagpieData avg_dev NValence,MagpieData avg_dev NfUnfilled,MagpieData avg_dev GSvolume_pa,MagpieData mode NUnfilled,MagpieData mode NsValence,MagpieData maximum NdValence,MagpieData range NdUnfilled,MagpieData avg_dev SpaceGroupNumber,MagpieData mode NdUnfilled,MagpieData maximum NfValence,MagpieData range CovalentRadius,MagpieData mean MendeleevNumber,MagpieData mode AtomicWeight,MagpieData range NpValence,MagpieData range NsValence,MagpieData mode NdValence,MagpieData avg_dev NsValence,MagpieData range NfValence,MagpieData maximum Number,MagpieData range Number,MagpieData maximum GSbandgap,MagpieData avg_dev MendeleevNumber,MagpieData avg_dev Column,MagpieData mean Number,MagpieData range NsUnfilled,MagpieData minimum GSmagmom,MagpieData range NfUnfilled,MagpieData range GSmagmom,MagpieData maximum NValence,MagpieData avg_dev NpUnfilled,MagpieData maximum GSvolume_pa,MagpieData minimum NsValence,MagpieData minimum GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev NsUnfilled,MagpieData maximum NfUnfilled,MagpieData avg_dev Number,MagpieData mean NfUnfilled,MagpieData avg_dev NfValence,MagpieData mode Number,MagpieData mode NfUnfilled,MagpieData maximum NpUnfilled,MagpieData mode Column,MagpieData mode GSvolume_pa,MagpieData maximum AtomicWeight,MagpieData mean NpUnfilled,MagpieData mean NsUnfilled,MagpieData mean NValence,MagpieData range GSvolume_pa,MagpieData range SpaceGroupNumber,MagpieData maximum MendeleevNumber,MagpieData maximum NsValence,MagpieData minimum NUnfilled,MagpieData maximum NsUnfilled,MagpieData range MeltingT,MagpieData maximum NUnfilled,MagpieData maximum Electronegativity,MagpieData minimum NpUnfilled,MagpieData minimum MendeleevNumber,MagpieData range GSbandgap,MagpieData mode CovalentRadius,MagpieData minimum CovalentRadius,MagpieData mean Row,MagpieData range NpUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NdValence,MagpieData avg_dev GSmagmom,MagpieData minimum MeltingT,MagpieData mean MeltingT,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData mode GSmagmom
AcH2_225,1.0,1.0,1.3333333333333333,0.0,204.33333333333334,7.853,3.0,0.4444444444444445,225.0,100.44091555555555,2.0,0.0,2.0,76.33862666666667,92.33333333333333,1323.0,0.0,14.01,0.0,6.0,9.0,1.00794,1.0,215.0,0.0,0.0,0.0,78.0,8.0,3.490222222222222,6.615,1.0,1.8333333333333333,3.555555555555556,81.77777777777777,194.0,3.6666666666666665,2.6666666666666665,1.1,2.2,1.6666666666666667,1.0,1.0,92.0,0.0,1.1,0.488888888888889,0.0,194.0,0.0,581.7733333333334,7.0,0.3333333333333333,0.0,19.247500000000002,0.0,1.0,4.0,225.99206,0.0,0.888888888888889,0.0,16.843333333333334,1.0,1.0,1.0,9.0,13.77777777777778,0.0,0.0,184.0,66.0,1.00794,0.0,1.0,0.0,0.4444444444444444,0.0,89.0,88.0,7.853,34.666666666666664,0.888888888888889,30.333333333333332,1.0,0.0,0.0,0.0,3.0,0.0,44.5125,1.0,0.0,5.235333333333333,0.4444444444444445,0.0,39.111111111111114,0.0,0.0,1.0,0.0,0.0,1.0,6.615,227.0,0.0,0.6666666666666666,1.6666666666666667,37.8975,31.0,92.0,2.0,1.0,1.0,1308.99,9.0,2.2,0.0,14.0,7.853,31.0,31.0,3.0,0.0,3.0,0.0,0.0,14.01,450.34,1.0,0.0,0.0
AcH3_225,1.0,1.0,1.25,0.0,201.75,7.853,3.0,0.375,225.0,84.7470225,2.0,0.0,2.0,57.505955,77.0,1323.0,0.0,14.01,0.0,6.0,9.0,1.00794,1.0,215.0,0.0,0.0,0.0,78.0,8.0,2.944875,6.615,1.0,1.9250000000000003,3.0,69.0,194.0,3.0,2.25,1.1,2.2,1.5,1.0,1.0,92.0,0.0,1.1,0.4125,0.0,194.0,0.0,490.87125000000003,7.0,0.25,0.0,16.089375,0.0,1.0,3.375,225.99206,0.0,0.75,0.0,14.2115625,1.0,1.0,1.0,9.0,11.625,0.0,0.0,184.0,72.5,1.00794,0.0,1.0,0.0,0.375,0.0,89.0,88.0,7.853,29.25,0.75,23.0,1.0,0.0,0.0,0.0,3.0,0.0,44.5125,1.0,0.0,5.889749999999999,0.375,0.0,33.0,0.0,0.0,1.0,0.0,0.0,1.0,6.615,227.0,0.0,0.75,1.5,37.8975,31.0,92.0,2.0,1.0,1.0,1308.99,9.0,2.2,0.0,14.0,7.853,31.0,31.0,2.5,0.0,2.25,0.0,0.0,14.01,341.2575,1.0,0.0,0.0
AcHg3_194,3.0,9.0,2.0,0.0,180.75,0.0,12.0,3.375,225.0,9.903749999999995,9.0,0.0,23.0,207.1925,152.75,1323.0,0.0,234.32,0.0,1.0,9.0,200.59,6.0,215.0,0.0,0.0,0.0,57.0,9.0,0.0,25.2375862069,6.0,1.775,3.375,31.125,166.0,2.25,0.375,1.1,2.0,9.75,80.0,0.0,71.0,0.0,0.8999999999999999,0.3375,0.0,166.0,10.5,408.255,7.0,7.75,0.0,30.056314655175,0.0,3.0,3.375,26.409999999999997,14.0,8.625,0.0,7.2280926724125,0.0,2.0,10.0,9.0,22.125,0.0,14.0,83.0,56.75,200.59,0.0,0.0,10.0,0.0,14.0,89.0,9.0,0.0,21.375,3.375,82.25,0.0,0.0,0.0,0.0,26.0,0.0,44.5125,2.0,0.0,0.0,0.0,0.0,3.375,0.0,5.25,80.0,0.0,0.0,12.0,25.2375862069,227.0,0.0,0.0,20.25,19.2749137931,59.0,71.0,2.0,0.0,0.0,1088.68,9.0,2.0,0.0,14.0,0.0,132.0,132.0,6.25,0.0,2.25,1.0,0.0,234.32,506.49,26.0,0.0,0.0
AcI3_194,3.0,9.0,2.0,0.0,104.25,1.062,17.0,3.375,225.0,37.535823750000006,14.0,3.75,14.0,151.92835250000002,158.0,1323.0,0.0,386.85,0.0,2.0,9.0,126.90447,5.0,215.0,5.0,1.875,5.0,82.0,8.0,0.39825000000000005,43.015,5.0,2.27,3.0,28.5,64.0,3.0,0.75,1.1,2.66,13.5,53.0,0.0,96.0,0.0,1.56,0.5850000000000001,0.0,64.0,0.0,351.05625,7.0,7.75,1.0,43.389375,0.0,3.0,3.375,100.09553,0.0,5.25,0.0,0.5615625000000009,1.0,2.0,10.0,9.0,60.375,0.0,0.0,76.0,75.5,126.90447,5.0,0.0,10.0,0.0,0.0,89.0,36.0,1.062,30.75,5.25,62.0,0.0,0.0,0.0,0.0,17.0,0.375,44.5125,2.0,0.0,0.7965,0.0,0.0,13.5,0.0,0.0,53.0,0.0,1.0,17.0,43.015,227.0,0.75,0.0,13.5,1.4975000000000023,161.0,96.0,2.0,1.0,0.0,936.15,9.0,2.66,0.0,14.0,1.062,139.0,139.0,5.5,1.0,2.25,1.0,0.0,386.85,620.8875,17.0,0.0,0.0
AcMg_221,2.0,1.0,2.0,0.0,209.5,0.0,3.0,0.5,225.0,101.3475,1.0,0.0,1.0,125.6525,178.0,1323.0,0.0,923.0,0.0,4.0,9.0,24.305,3.0,215.0,0.0,0.0,0.0,54.0,9.0,0.0,22.89,3.0,1.205,4.5,37.0,194.0,4.5,2.0,1.1,1.1,2.5,12.0,0.0,14.0,0.0,0.20999999999999996,0.10499999999999998,0.0,194.0,0.0,200.0,7.0,0.5,0.0,33.70125,0.0,2.0,4.5,202.695,0.0,0.5,0.0,10.811250000000001,0.0,2.0,1.0,9.0,15.5,0.0,0.0,74.0,41.0,24.305,0.0,0.0,0.0,0.0,0.0,89.0,77.0,0.0,27.0,0.5,50.5,0.0,0.0,0.0,0.0,3.0,0.0,44.5125,2.0,0.0,0.0,0.0,0.0,38.5,0.0,0.0,12.0,0.0,0.0,2.0,22.89,227.0,0.0,0.0,2.5,21.622500000000002,31.0,68.0,2.0,0.0,0.0,400.0,9.0,1.31,0.0,14.0,0.0,141.0,141.0,5.0,0.0,4.5,0.0,0.0,923.0,1123.0,2.0,0.0,0.0
AcMgCd2_225,2.0,10.0,2.0,0.0,201.75,0.0,12.0,4.75,225.0,53.984125,10.0,0.0,10.0,119.03175,161.0,1323.0,0.0,594.22,0.0,4.0,9.0,24.305,3.0,215.0,0.0,0.0,0.0,56.0,9.0,0.0,19.495,5.0,1.4475,3.375,27.0,194.0,2.25,1.0,1.1,1.69,7.25,12.0,0.0,70.0,0.0,0.5899999999999999,0.24249999999999994,0.0,194.0,0.0,264.39,7.0,5.25,0.0,26.598125000000003,0.0,2.0,3.375,202.695,0.0,4.75,0.0,8.957187500000002,0.0,2.0,10.0,9.0,11.625,0.0,0.0,74.0,55.5,112.411,0.0,0.0,10.0,0.0,0.0,89.0,77.0,0.0,20.75,4.75,49.25,0.0,0.0,0.0,0.0,12.0,0.0,44.5125,2.0,0.0,0.0,0.0,0.0,19.875,0.0,0.0,48.0,0.0,0.0,12.0,19.495,227.0,0.0,0.0,7.25,25.017500000000002,31.0,70.0,2.0,0.0,0.0,728.78,9.0,1.69,0.0,14.0,0.0,144.0,141.0,5.0,0.0,2.25,0.0,0.0,594.22,858.61,12.0,0.0,0.0
AcMgHg2_225,2.0,10.0,2.0,0.0,187.75,0.0,12.0,4.75,225.0,69.408125,10.0,0.0,24.0,163.12125,155.0,1323.0,0.0,234.32,0.0,4.0,9.0,24.305,3.0,215.0,0.0,0.0,0.0,57.0,9.0,0.0,22.89,6.0,1.6025,3.375,30.0,166.0,2.25,1.25,1.1,2.0,7.25,12.0,0.0,71.0,0.0,0.8999999999999999,0.39749999999999996,0.0,166.0,7.0,444.34000000000003,7.0,5.25,0.0,29.469418103450003,0.0,2.0,3.375,202.695,14.0,11.75,0.0,7.5215409482750015,0.0,2.0,10.0,9.0,21.75,0.0,14.0,83.0,56.0,200.59,0.0,0.0,10.0,0.0,14.0,89.0,77.0,0.0,21.0,4.75,65.25,0.0,0.0,0.0,0.0,26.0,0.0,44.5125,2.0,0.0,0.0,0.0,0.0,26.625,0.0,7.0,80.0,0.0,0.0,12.0,25.2375862069,227.0,0.0,0.0,14.25,21.622500000000002,59.0,71.0,2.0,0.0,0.0,1088.68,9.0,2.0,0.0,14.0,0.0,132.0,132.0,5.5,0.0,2.25,0.0,0.0,234.32,678.66,26.0,0.0,0.0
AcMgTl2_225,2.0,10.0,2.0,0.0,201.75,0.0,13.0,4.75,225.0,70.35645,11.0,0.5,25.0,165.0179,161.5,1323.0,0.0,577.0,0.0,4.0,9.0,24.305,3.0,215.0,1.0,0.5,1.0,62.0,9.0,0.0,22.89,6.0,1.4125,2.375,26.75,194.0,4.75,1.25,1.1,1.62,7.75,12.0,0.0,76.0,0.0,0.52,0.20750000000000002,0.0,194.0,7.0,273.0,7.0,5.25,5.0,30.305625,0.0,2.0,3.375,202.695,14.0,12.25,0.0,7.1034375,5.0,2.0,10.0,9.0,11.625,0.0,14.0,74.0,58.5,204.3833,1.0,0.0,10.0,0.0,14.0,89.0,77.0,0.0,22.25,5.25,65.75,0.0,0.0,0.0,0.0,27.0,2.5,44.5125,2.0,0.0,0.0,0.0,0.0,26.875,0.0,7.0,81.0,0.0,5.0,13.0,26.91,227.0,2.5,0.0,14.75,21.622500000000002,31.0,76.0,2.0,0.0,0.0,746.0,9.0,1.62,0.0,14.0,0.0,145.0,141.0,5.5,5.0,2.25,0.0,0.0,577.0,850.0,27.0,0.0,0.0
AcN_186,3.0,1.0,2.0,0.0,209.5,0.0,15.0,0.5,225.0,106.49665,12.0,1.5,2.0,120.50335,143.0,1323.0,0.0,63.05,0.0,5.0,9.0,14.0067,2.0,215.0,0.0,1.5,3.0,68.0,6.0,3.2185,14.76875,2.0,2.0700000000000003,3.0,72.0,194.0,6.0,2.5,1.1,1.1,9.0,7.0,0.0,14.0,0.0,1.94,0.97,0.0,194.0,0.0,629.975,7.0,0.5,0.0,29.640625,0.0,3.0,4.5,212.9933,0.0,1.0,0.0,14.871875000000001,3.0,2.0,1.0,9.0,15.5,0.0,0.0,144.0,48.0,14.0067,3.0,0.0,0.0,0.0,0.0,89.0,82.0,6.437,34.0,6.0,48.0,0.0,0.0,0.0,0.0,5.0,1.5,44.5125,2.0,0.0,3.2185,0.0,0.0,41.0,0.0,0.0,7.0,0.0,3.0,3.0,14.76875,227.0,1.5,0.0,4.0,29.743750000000002,31.0,82.0,2.0,3.0,0.0,1259.95,9.0,3.04,0.0,14.0,6.437,71.0,71.0,4.5,3.0,4.5,0.0,0.0,63.05,693.025,3.0,0.0,0.0
AcOF_216,3.0,1.0,2.0,0.0,84.0,0.0,17.0,0.4444444444444444,225.0,93.1115992888889,14.0,3.0,4.0,87.33260106666667,112.66666666666667,1323.0,0.0,53.5,0.0,5.0,9.0,15.9994,2.0,215.0,0.0,2.0,5.0,79.0,8.0,0.8755555555555556,9.105,2.0,2.84,3.3333333333333335,68.22222222222223,12.0,4.0,2.222222222222222,1.1,1.1,12.0,8.0,0.0,14.0,0.0,2.88,1.16,0.0,12.0,0.0,563.9333333333333,7.0,0.3333333333333333,0.0,21.108333333333334,0.0,3.0,4.0,211.0006,0.0,1.5555555555555556,0.0,15.60277777777778,1.0,2.0,1.0,9.0,94.0,0.0,0.0,158.0,64.66666666666667,15.9994,5.0,0.0,0.0,0.0,0.0,89.0,81.0,1.97,33.77777777777778,6.0,35.333333333333336,0.0,0.0,0.0,0.0,7.0,0.6666666666666666,44.5125,2.0,0.0,0.6566666666666666,0.0,0.0,35.77777777777778,0.0,0.0,8.0,0.0,2.0,3.0,9.105,227.0,1.0,0.0,5.333333333333333,35.4075,213.0,93.0,2.0,1.0,0.0,1269.5,9.0,3.98,0.0,14.0,1.97,57.0,57.0,3.6666666666666665,2.0,3.0,0.0,0.0,53.5,477.09999999999997,3.0,0.0,0.0
AcPbAu2_225,3.0,9.0,1.5,0.0,225.0,0.0,14.0,3.375,225.0,10.0667155,11.0,0.5,25.0,207.03328449999998,158.25,1337.33,0.0,1337.33,0.0,1.0,9.0,196.966569,6.0,215.0,0.0,0.75,2.0,67.0,8.0,0.0,16.7,6.0,2.1275,2.75,28.375,225.0,3.75,0.375,1.1,2.54,9.75,79.0,1.0,66.0,0.0,1.44,0.51375,0.0,225.0,10.5,274.4787499999999,7.0,7.75,0.0,26.505625000000002,0.0,3.0,3.375,30.033431000000007,14.0,8.625,0.0,9.805625000000001,1.0,1.0,10.0,9.0,0.0,0.0,14.0,79.0,56.75,196.966569,2.0,1.0,10.0,0.5,14.0,89.0,10.0,0.0,21.375,3.375,82.25,1.0,0.0,0.0,0.0,28.0,1.5,44.5125,1.0,0.0,0.0,0.5,0.0,3.375,0.0,5.25,79.0,0.0,4.0,11.0,16.7,227.0,1.0,0.5,20.25,27.812500000000004,0.0,81.0,2.0,1.0,1.0,736.7199999999999,9.0,2.54,0.0,14.0,0.0,136.0,136.0,6.25,4.0,2.25,1.0,0.0,600.61,1149.5675,25.0,0.0,0.0
AcTiO3_221,3.0,2.0,2.0,0.0,91.0,0.0,16.0,0.72,225.0,64.97078400000001,13.0,2.4,3.0,64.57304,114.6,1941.0,0.0,54.8,0.0,5.0,9.0,15.9994,2.0,215.0,4.0,1.9200000000000004,4.0,73.0,7.0,0.0,9.105,2.0,2.592,3.12,58.32000000000001,12.0,4.6,1.6799999999999997,1.1,3.44,11.0,8.0,0.0,87.0,0.0,2.34,1.0175999999999998,4.50666666666e-06,12.0,0.0,757.056,7.0,0.6,2.0,17.7035,2.25333333333e-05,3.0,4.08,211.0006,0.0,1.2,0.0,10.7236,2.0,2.0,2.0,9.0,94.8,0.0,0.0,149.0,63.6,15.9994,4.0,0.0,0.0,0.0,0.0,89.0,81.0,0.0,28.079999999999995,6.0,27.0,0.0,0.0,0.0,2.25333333333e-05,6.0,0.9600000000000002,44.5125,2.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,8.0,0.0,2.0,16.0,9.105,227.0,1.2,0.0,5.0,35.4075,213.0,87.0,2.0,2.0,0.0,1886.2,9.0,3.44,0.0,14.0,0.0,66.0,66.0,3.4,2.0,3.4,0.0,7.210666666656e-06,54.8,685.6800000000001,6.0,0.0,0.0
AcTlAu2_225,3.0,9.0,1.5,0.0,217.25,0.0,13.0,3.375,225.0,10.33544525,10.0,0.25,24.0,206.3291095,158.0,1337.33,0.0,1337.33,0.0,1.0,9.0,196.966569,6.0,215.0,0.0,0.375,1.0,62.0,8.0,0.0,16.7,6.0,1.9500000000000002,3.0,28.5,194.0,4.0,0.375,1.1,2.54,9.5,79.0,1.0,66.0,0.0,1.44,0.59,0.0,225.0,10.5,283.3325,7.0,7.75,0.0,26.205624999999998,0.0,3.0,3.375,30.033431000000007,14.0,8.5,0.0,9.505625000000002,1.0,1.0,10.0,9.0,11.625,0.0,14.0,79.0,55.5,196.966569,1.0,1.0,10.0,0.5,14.0,89.0,10.0,0.0,20.75,3.25,82.0,1.0,0.0,0.0,0.0,27.0,1.875,44.5125,1.0,0.0,0.0,0.5,0.0,3.5,0.0,5.25,79.0,0.0,5.0,11.0,16.7,227.0,1.25,0.5,20.0,27.812500000000004,31.0,76.0,2.0,1.0,1.0,760.3299999999999,9.0,2.54,0.0,14.0,0.0,136.0,136.0,6.25,5.0,2.25,1.0,0.0,577.0,1143.665,25.0,0.0,0.0
AcTlHg2_225,3.0,9.0,2.0,0.0,187.75,0.0,13.0,3.375,225.0,9.429587500000004,10.0,0.25,24.0,208.140825,156.0,1323.0,0.0,234.32,0.0,1.0,9.0,200.59,6.0,215.0,0.0,0.375,1.0,62.0,9.0,0.0,25.2375862069,6.0,1.6800000000000002,3.5,29.5,166.0,3.5,0.375,1.1,2.0,10.0,80.0,0.0,71.0,0.0,0.8999999999999999,0.31999999999999995,0.0,166.0,10.5,365.41999999999996,7.0,7.75,0.0,30.47441810345,0.0,3.0,3.375,26.409999999999997,14.0,8.75,0.0,7.019040948274999,0.0,2.0,10.0,9.0,21.75,0.0,14.0,83.0,58.0,200.59,1.0,0.0,10.0,0.0,14.0,89.0,9.0,0.0,22.0,3.5,82.5,0.0,0.0,0.0,0.0,27.0,1.875,44.5125,2.0,0.0,0.0,0.0,0.0,3.25,0.0,5.25,80.0,0.0,5.0,12.0,25.2375862069,227.0,1.25,0.0,20.5,19.2749137931,59.0,76.0,2.0,0.0,0.0,1088.68,9.0,2.0,0.0,14.0,0.0,132.0,132.0,6.25,5.0,2.25,1.0,0.0,234.32,592.16,26.0,0.0,0.0
AcTlTe2_225,3.0,9.0,2.0,0.0,180.75,0.464,16.0,3.375,225.0,44.045825,13.0,2.25,24.0,171.645825,159.0,1323.0,0.0,722.66,0.0,2.0,9.0,127.6,5.0,215.0,4.0,1.75,4.0,76.0,7.0,0.232,26.91,5.0,1.73,2.5,28.0,152.0,4.5,0.75,1.1,2.1,12.0,52.0,0.0,90.0,0.0,1.0,0.37,0.0,152.0,3.5,243.33499999999998,7.0,7.75,2.0,35.237291666649995,0.0,3.0,3.375,99.4,0.0,6.25,0.0,4.637604166675,2.0,2.0,10.0,9.0,28.75,0.0,14.0,77.0,67.5,127.6,4.0,0.0,10.0,0.0,14.0,89.0,37.0,0.464,26.75,4.5,68.5,0.0,0.0,0.0,0.0,27.0,1.375,44.5125,2.0,0.0,0.232,0.0,0.0,16.5,0.0,5.25,52.0,0.0,5.0,16.0,34.7633333333,227.0,2.25,0.0,15.5,17.602500000000003,73.0,90.0,2.0,2.0,0.0,746.0,9.0,2.1,0.0,14.0,0.464,138.0,138.0,5.75,5.0,2.25,1.0,0.0,577.0,836.3299999999999,16.0,0.0,0.0
Ag2BiO3_34,11.0,10.0,1.6666666666666667,0.0,83.0,0.0,16.0,5.0,225.0,62.78643333333334,5.0,2.5,23.0,78.78583333333334,106.0,1234.93,0.0,54.8,0.0,4.0,0.0,15.9994,2.0,148.0,4.0,1.6666666666666667,4.0,22.0,2.0,0.0,9.105,2.0,2.6999999999999997,0.5555555555555555,40.0,12.0,1.8333333333333333,1.6666666666666667,1.93,3.44,14.166666666666666,8.0,0.0,87.0,0.0,1.51,0.7399999999999999,0.0,12.0,2.3333333333333335,474.9766666666667,6.0,5.0,2.0,15.487499999999999,0.0,6.0,0.0,192.981,0.0,5.833333333333333,0.0,6.3825,2.0,2.0,10.0,0.0,94.66666666666667,0.0,14.0,82.0,79.5,15.9994,4.0,1.0,0.0,0.4444444444444444,14.0,83.0,75.0,0.0,9.666666666666666,2.111111111111111,33.5,1.0,0.0,0.0,0.0,29.0,1.0,32.95,1.0,0.0,0.0,0.4444444444444445,0.0,25.5,0.0,3.888888888888889,8.0,0.0,3.0,16.0,9.105,208.9804,1.5,0.3333333333333333,11.5,23.845000000000002,213.0,87.0,2.0,1.0,1.0,1180.13,3.0,3.44,0.0,65.0,0.0,66.0,66.0,3.6666666666666665,3.0,0.0,0.0,0.0,54.8,529.7766666666668,6.0,0.0,0.0
Ag2CO3_11,11.0,10.0,1.6666666666666667,0.0,113.33333333333333,0.0,16.0,4.444444444444444,225.0,41.27376666666667,5.0,2.3333333333333335,7.0,45.95755,94.0,3823.0,0.0,54.8,0.0,3.0,0.0,12.0107,2.0,145.0,4.0,1.6666666666666667,4.0,22.0,3.0,1.248888888888889,5.64,2.0,2.7883333333333336,0.6666666666666666,34.0,12.0,2.0,1.3333333333333333,1.93,3.44,14.0,6.0,0.0,87.0,0.0,1.51,0.6516666666666667,0.0,12.0,0.0,1021.4100000000002,5.0,3.3333333333333335,2.0,10.935833333333333,0.0,4.0,0.0,95.8575,0.0,2.4444444444444446,0.0,3.59611111111111,2.0,2.0,10.0,0.0,101.33333333333333,0.0,0.0,79.0,78.0,15.9994,4.0,1.0,0.0,0.4444444444444444,0.0,47.0,41.0,4.496,9.0,2.0,20.666666666666668,1.0,0.0,0.0,0.0,11.0,1.111111111111111,16.33,1.0,0.0,0.7493333333333334,0.4444444444444445,0.0,17.555555555555554,0.0,0.0,8.0,0.0,4.0,16.0,9.105,107.8682,1.6666666666666667,0.3333333333333333,7.333333333333333,10.689999999999998,213.0,87.0,2.0,1.0,1.0,3768.2,4.0,3.44,0.0,65.0,4.496,66.0,66.0,3.0,4.0,0.0,0.0,0.0,54.8,1076.21,6.0,0.0,0.0
Ag2F_164,11.0,10.0,1.3333333333333333,0.0,155.0,0.0,17.0,4.444444444444444,225.0,39.49768746666667,6.0,1.6666666666666667,4.0,78.24493439999999,115.66666666666667,1234.93,0.0,1234.93,0.0,3.0,0.0,18.9984032,2.0,145.0,0.0,2.222222222222222,5.0,28.0,0.0,0.8755555555555556,9.7075,5.0,2.6133333333333333,0.0,39.11111111111111,15.0,1.0,1.3333333333333333,1.93,1.93,13.0,9.0,1.0,65.0,0.0,2.05,0.9111111111111111,0.0,225.0,0.0,525.08,5.0,6.666666666666667,0.0,14.122499999999997,0.0,7.0,0.0,88.8697968,0.0,1.777777777777778,0.0,2.9433333333333334,1.0,1.0,10.0,0.0,93.33333333333333,0.0,0.0,88.0,74.33333333333333,107.8682,5.0,1.0,10.0,0.4444444444444444,0.0,47.0,38.0,1.97,12.444444444444443,2.6666666666666665,34.333333333333336,1.0,0.0,0.0,0.0,11.0,0.4444444444444445,16.33,1.0,0.0,0.6566666666666666,0.4444444444444445,0.0,16.88888888888889,0.0,0.0,47.0,0.0,1.0,11.0,16.33,107.8682,0.3333333333333333,0.6666666666666666,9.666666666666666,6.622499999999999,210.0,93.0,2.0,1.0,1.0,1181.43,1.0,3.98,0.0,65.0,1.97,145.0,57.0,4.0,1.0,0.0,0.0,0.0,53.5,841.12,11.0,0.0,0.0
Ag2HgI4_82,11.0,0.0,1.7142857142857142,0.0,124.57142857142857,1.062,17.0,0.0,225.0,19.599417142857142,6.0,2.857142857142857,15.0,131.99204,139.71428571428572,1234.93,0.0,386.85,0.0,1.0,0.0,107.8682,5.0,145.0,5.0,2.4489795918367347,5.0,31.0,1.0,0.5201632653061224,16.33,5.0,2.357142857142857,0.2448979591836735,3.0204081632653095,64.0,0.8571428571428571,0.24489795918367374,1.93,2.66,14.571428571428571,47.0,0.0,96.0,0.0,0.7300000000000002,0.34612244897959193,0.0,64.0,2.0,358.6065306122449,6.0,10.0,1.0,32.85108374384286,0.0,11.0,0.0,92.7218,0.0,3.1836734693877546,0.0,11.615904292751022,1.0,2.0,10.0,0.0,69.22448979591836,0.0,14.0,13.0,83.57142857142857,126.90447,5.0,1.0,10.0,0.4081632653061225,14.0,80.0,33.0,1.062,14.204081632653061,2.775510204081633,55.142857142857146,1.0,0.0,0.0,0.0,26.0,0.489795918367347,43.015,1.0,0.0,0.6068571428571429,0.40816326530612246,0.0,7.102040816326533,0.0,3.4285714285714284,53.0,0.0,1.0,17.0,43.015,200.59,0.5714285714285714,0.2857142857142857,16.571428571428573,26.685000000000002,161.0,96.0,2.0,0.0,1.0,1000.6100000000001,1.0,2.66,0.0,65.0,1.062,139.0,132.0,5.142857142857143,1.0,0.0,10.0,0.0,234.32,607.3685714285714,17.0,0.0,0.0
Ag2HgO2_96,11.0,10.0,1.6,0.0,128.0,0.0,16.0,4.8,225.0,58.932511999999996,5.0,1.6,20.0,89.66504,110.8,1234.93,0.0,54.8,0.0,4.0,0.0,15.9994,2.0,145.0,0.0,1.9200000000000004,4.0,22.0,2.0,0.0,9.105,2.0,2.5479999999999996,0.64,35.839999999999996,12.0,1.2,1.6,1.93,1.93,13.2,8.0,0.0,65.0,0.0,1.51,0.7135999999999999,0.0,12.0,2.8,537.7392000000001,6.0,6.0,0.0,15.221517241380003,0.0,6.0,0.0,184.5906,0.0,5.6,0.0,4.893213793103999,1.0,1.0,10.0,0.0,92.8,0.0,14.0,79.0,75.0,15.9994,4.0,1.0,0.0,0.48,14.0,80.0,72.0,0.0,9.6,2.2399999999999998,38.0,1.0,0.0,0.0,0.0,26.0,0.9600000000000002,25.2375862069,1.0,0.0,0.0,0.4800000000000001,0.0,24.0,0.0,4.4799999999999995,8.0,0.0,2.0,11.0,9.105,200.59,0.8,0.4,12.0,16.1325862069,213.0,87.0,2.0,0.0,1.0,1180.13,2.0,3.44,0.0,65.0,0.0,66.0,66.0,4.0,2.0,0.0,0.0,0.0,54.8,562.7560000000001,6.0,0.0,0.0
